,City,Country,Lat,Lng,Time,Max Temp,Humidity,Cloudiness,Wind Speed
280,Aksarka,RU,66.56,67.8,1586636539,10.72,91,0,4.45
281,Vardø,NO,70.37,31.11,1586636539,27.61,89,61,4.99
282,Tabuk,PH,17.42,121.44,1586636539,71.67,84,10,0.96
283,New Braunfels,US,29.7,-98.12,1586636014,77.0,78,90,13.87
284,Guerrero Negro,MX,27.98,-114.06,1586636539,67.06,49,10,17.31
285,Rumoi,JP,43.93,141.64,1586636540,31.17,87,0,3.2
286,Yeppoon,AU,-23.13,150.73,1586636540,71.6,94,95,3.36
287,Vila Velha,BR,-20.33,-40.29,1586636540,79.0,83,75,9.17
288,Ko Samui,TH,9.54,99.94,1586636540,84.15,70,20,9.51
289,Katsuura,JP,35.13,140.3,1586636540,50.0,93,75,13.87
290,Lagoa,PT,39.05,-27.98,1586636389,61.66,75,0,10.47
291,Östersund,SE,63.18,14.64,1586636540,37.4,74,100,13.87
292,Vanavara,RU,60.34,102.28,1586636540,25.45,95,0,3.31
293,Kavieng,PG,-2.57,150.8,1586636540,83.55,73,99,4.92
294,Orsk,RU,51.2,58.57,1586636540,33.8,86,66,2.24
295,Mocuba,MZ,-16.84,36.99,1586636540,66.47,88,25,1.19
296,Lompoc,US,34.64,-120.46,1586636540,70.0,67,1,13.87
297,Bac Lieu,VN,9.29,105.72,1586636541,79.83,75,3,5.99
298,Perth,AU,-31.93,115.83,1586636455,73.0,83,100,3.36
299,Oranjestad,AW,12.52,-70.03,1586636300,86.0,70,40,25.28
300,Pimentel,PE,-6.84,-79.93,1586636541,66.2,29,32,21.92
301,Tegul'det,RU,57.31,88.17,1586636541,29.98,95,0,4.36
302,Cap Malheureux,MU,-19.98,57.61,1586636541,78.01,83,75,16.11
303,Dawson Creek,CA,55.77,-120.24,1586636541,33.8,34,1,9.17
304,Aklavik,CA,68.22,-135.01,1586636541,15.8,66,20,9.17
305,Ji’an,CN,27.12,114.98,1586636541,49.69,82,73,6.62
306,Quelimane,MZ,-17.88,36.89,1586636541,75.2,88,20,0.63
307,Pineville,US,31.32,-92.43,1586636541,78.01,47,1,9.17
308,Roald,NO,62.58,6.13,1586636541,50.0,66,100,14.99
309,Nuuk,GL,64.18,-51.72,1586636396,35.6,74,75,14.99
310,Chara,RU,56.91,118.26,1586636541,33.85,59,100,2.04
311,Srandakan,ID,-7.94,110.25,1586636542,78.01,78,92,2.53
312,Adrar,MR,20.5,-10.07,1586636542,85.59,12,0,10.56
313,Malazgirt,TR,39.14,42.54,1586636542,37.49,41,5,2.73
314,Solnechnyy,RU,50.72,136.63,1586636542,32.99,78,43,2.57
315,Kumul,CN,42.8,93.45,1586636542,54.34,21,54,4.45
316,Urgut,UZ,39.4,67.24,1586636542,59.0,77,40,9.17
317,Townsville,AU,-19.25,146.8,1586636287,77.0,88,99,3.36
318,Bismarck,US,46.81,-100.78,1586636252,37.99,40,40,18.34
319,Atasū,KZ,48.68,71.64,1586636542,42.3,52,82,9.19
320,Hwange,ZW,-18.37,26.5,1586636542,68.56,58,94,1.23
321,Le Marin,MQ,14.47,-60.87,1586636542,86.0,58,37,12.75
322,Skibbereen,IE,51.55,-9.27,1586636542,59.0,67,20,9.17
323,Sola,VU,-13.88,167.55,1586636542,80.82,72,45,12.41
324,Laguna,US,38.42,-121.42,1586636543,66.0,72,75,9.17
325,Vilyuysk,RU,63.76,121.62,1586636543,29.97,97,99,9.78
326,Acarí,PE,-15.43,-74.62,1586636543,79.0,57,30,7.36
327,Newport,GB,51.59,-3.0,1586636543,62.6,51,0,6.93
328,Santa Cruz de la Sierra,BO,-17.8,-63.17,1586636540,87.8,33,0,6.93
329,Aleksandrovsk,RU,59.16,57.56,1586636543,34.0,100,100,4.0
330,‘Āhuimanu,US,21.44,-157.84,1586636543,82.4,54,20,5.82
331,Hualmay,PE,-11.1,-77.61,1586636543,77.05,66,36,9.98
332,Harboøre,DK,56.62,8.18,1586636543,46.0,81,89,12.75
333,Alto Araguaia,BR,-17.31,-53.22,1586636543,75.61,68,14,3.31
334,Ancud,CL,-41.87,-73.82,1586636544,53.6,62,20,4.7
335,Sikasso,ML,10.92,-7.0,1586636511,89.67,28,81,4.16
336,Ambilobe,MG,-13.2,49.05,1586636544,73.67,84,0,4.72
337,Tsimmerbude,RU,54.67,20.13,1586636544,39.2,55,100,6.71
338,Beyneu,KZ,45.32,55.2,1586636544,50.92,48,39,4.32
339,Safi,MA,32.3,-9.24,1586636544,62.53,81,90,14.14
340,Kavaratti,IN,10.57,72.64,1586636392,84.34,68,0,3.31
341,Impfondo,CG,1.64,18.07,1586636544,72.05,89,100,2.73
342,Benīganj,IN,27.28,80.45,1586636544,81.23,22,0,5.99
343,Kailua,US,21.4,-157.74,1586636530,82.4,54,20,5.82
344,Mossamedes,AO,-15.2,12.15,1586636544,77.59,61,0,3.62
345,Ferrol,ES,43.48,-8.24,1586636544,55.99,93,75,2.24
346,Alto Longá,BR,-5.25,-42.21,1586636544,79.09,83,76,1.14
347,Senneterre,CA,48.38,-77.23,1586636545,35.6,47,40,10.29
348,Beibei,CN,29.83,106.43,1586636545,59.0,87,17,2.57
349,Okato,NZ,-39.2,173.88,1586636545,59.0,84,54,8.01
350,Pisco,PE,-13.7,-76.22,1586636545,73.0,30,0,8.05
351,Souillac,MU,-20.52,57.52,1586636547,78.01,83,75,16.11
352,Deyang,CN,31.13,104.38,1586636547,61.0,1,3,2.91
353,Sande,DE,53.5,8.01,1586636547,55.99,50,99,4.7
354,Shimokizukuri,JP,40.81,140.39,1586636547,39.99,97,56,3.0
355,Hebi,CN,35.9,114.19,1586636547,48.51,42,0,6.76
356,Malanje,AO,-9.54,16.34,1586636547,65.53,70,92,2.66
357,Tura,IN,25.52,90.22,1586636547,72.18,32,0,4.45
358,Loukhi,RU,66.08,33.04,1586636548,21.15,94,29,5.73
359,Boma,GH,7.08,-2.17,1586636548,77.77,76,41,3.24
360,Alekseyevsk,RU,57.84,108.35,1586636548,29.19,94,100,1.86
361,Waipawa,NZ,-41.41,175.52,1586636548,60.01,82,55,21.92
362,Otjiwarongo,NA,-20.46,16.65,1586636548,66.2,72,98,1.12
363,Coquimbo,CL,-29.95,-71.34,1586636550,62.6,72,85,8.05
364,Arcata,US,40.87,-124.08,1586636550,59.0,81,90,11.41
365,Misratah,LY,32.38,15.09,1586636550,61.74,60,0,14.34
366,Mount Gambier,AU,-37.83,140.77,1586636255,51.8,71,90,6.93
367,Simao,CN,22.79,100.97,1586636550,62.85,33,88,0.83
368,Faanui,PF,-16.48,-151.75,1586636550,82.6,77,56,12.66
369,Miandrivazo,MG,-19.52,45.47,1586636550,77.97,79,99,0.63
370,Pemangkat,ID,1.17,108.97,1586636550,76.6,86,76,7.07
371,Auki,SB,-8.77,160.7,1586636550,82.22,75,95,3.4
372,Mindelo,CV,16.89,-24.98,1586636551,75.2,73,75,14.99
373,Khanpur,PK,28.65,70.66,1586636552,84.92,27,87,3.04
374,Ribeira Brava,PT,32.65,-17.07,1586636552,62.6,77,75,13.87
375,Guarapari,BR,-20.67,-40.5,1586636552,79.0,83,75,9.17
376,Kasongo-Lunda,CD,-6.47,16.82,1586636552,70.12,78,66,1.14
377,Fes,MA,34.04,-5.0,1586636373,68.0,72,40,8.05
378,Doha,QA,25.29,51.53,1586636552,87.8,51,100,5.82
379,Springfield,US,37.22,-93.3,1586636420,66.0,55,75,19.46
380,Nizwá,OM,22.93,57.53,1586636552,78.33,30,6,5.37
381,Rørvik,NO,64.86,11.24,1586636417,38.03,77,100,12.48
382,Omagh,GB,54.6,-7.3,1586636552,48.49,88,100,3.15
383,Daru,PG,-9.08,143.21,1586636552,79.61,84,93,9.06
384,Den Helder,NL,52.96,4.76,1586636552,57.99,87,87,1.12
385,Aykhal,RU,66.0,111.5,1586636552,24.8,73,89,8.95
386,Tonj,SS,7.27,28.68,1586636552,83.89,51,86,6.46
387,Ken Caryl,US,39.58,-105.12,1586636298,73.4,12,20,9.17
388,Abū Zabad,SD,12.35,29.25,1586636553,79.77,13,9,14.79
389,Ilulissat,GL,69.22,-51.1,1586636329,30.2,68,75,10.29
390,Seondha,IN,26.16,78.78,1586636553,83.12,19,2,5.91
391,Oromocto,CA,45.84,-66.48,1586636553,41.0,60,90,8.05
392,Praia da Vitória,PT,38.73,-27.07,1586636553,64.4,77,20,11.27
393,Wahiawā,US,21.5,-158.02,1586636553,82.4,69,1,5.82
394,Moerai,PF,-22.43,-151.33,1586636553,81.84,79,42,3.36
395,Coahuayana Viejo,MX,18.73,-103.68,1586636553,86.0,45,5,11.41
396,Nelson Bay,AU,-32.72,152.15,1586636553,55.99,76,4,6.93
397,Gamba,GA,-2.65,10.0,1586636553,77.65,87,100,5.21
398,Saint-Joseph,RE,-21.37,55.62,1586636553,75.2,83,20,5.82
399,Bud,US,39.45,-86.18,1586636554,63.0,25,1,9.17
400,Namatanai,PG,-3.67,152.43,1586636554,82.02,76,100,3.67
401,Rio Grande,BR,-32.03,-52.1,1586636508,73.4,60,20,8.05
402,La Ronge,CA,55.1,-105.28,1586636554,17.6,61,75,19.46
403,Tofield,CA,53.37,-112.67,1586636554,28.0,41,20,20.8
404,Teahupoo,PF,-17.83,-149.27,1586636554,86.0,66,100,2.24
405,Ust-Kuyga,RU,70.02,135.6,1586636554,23.49,92,71,7.85
406,Gizo Government Station,SB,-8.1,156.84,1586636554,82.36,78,99,6.38
407,Winneba,GH,5.35,-0.62,1586636554,84.2,83,20,8.05
408,Sept-Îles,CA,50.2,-66.38,1586636554,41.0,38,75,13.87
409,Kurtamysh,RU,54.91,64.43,1586636554,40.19,78,100,6.93
410,Zelenogorskiy,RU,55.03,87.0,1586636554,35.6,55,0,11.18
411,Roebourne,AU,-20.78,117.13,1586636554,81.48,44,0,7.83
412,Huarmey,PE,-10.07,-78.15,1586636555,79.03,64,53,9.73
413,Hirara,JP,24.8,125.28,1586636555,68.74,83,90,29.24
414,Manzhouli,CN,49.6,117.43,1586636555,41.09,39,0,5.97
415,Geraldton,AU,-28.77,114.6,1586636555,68.0,94,9,4.7
416,Yangi Marg`ilon,UZ,40.43,71.72,1586636555,55.4,76,90,2.24
417,Lakes Entrance,AU,-37.88,147.98,1586636555,53.01,70,90,1.99
418,Havøysund,NO,71.0,24.66,1586636555,28.4,86,65,8.05
419,Aswān,EG,24.09,32.91,1586636555,71.6,25,0,8.05
420,Numan,NG,9.47,12.03,1586636555,88.21,21,100,2.71
421,Clyde River,CA,70.47,-68.59,1586636555,6.8,84,75,14.99
422,Esterhazy,CA,50.65,-102.08,1586636555,25.88,79,0,18.57
423,Dumas,US,35.87,-101.97,1586636555,84.2,12,1,23.04
424,Berlevåg,NO,70.86,29.09,1586636555,25.02,90,79,3.24
425,Pakokku,MM,21.33,95.1,1586636556,79.79,43,21,3.71
426,Portland,US,45.52,-122.68,1586636419,60.01,47,40,3.36
427,Bhakkar,PK,31.63,71.07,1586636556,80.74,36,39,1.81
428,Marystown,CA,47.17,-55.15,1586636556,33.8,89,73,21.05
429,Jhawarian,PK,32.36,72.62,1586636556,77.56,32,98,3.65
430,Conceição do Araguaia,BR,-8.26,-49.26,1586636556,80.1,80,78,1.99
431,Buchanan,LR,5.88,-10.05,1586636321,80.04,85,45,3.49
432,Maniitsoq,GL,65.42,-52.9,1586636557,38.53,72,91,4.74
433,Kutum,SD,14.2,24.67,1586636557,69.69,15,9,9.73
434,Marfino,RU,55.7,37.38,1586636557,33.8,83,1,8.95
435,Mareeba,AU,-17.0,145.43,1586636558,73.4,94,90,1.77
436,Bilibino,RU,68.05,166.44,1586636558,10.0,90,92,1.25
437,Camacupa,AO,-12.02,17.48,1586636558,62.33,63,71,2.26
438,Mahibadhoo,MV,3.78,72.97,1586636558,83.79,68,8,2.48
439,Port Macquarie,AU,-31.43,152.92,1586636558,55.4,71,0,4.7
440,Glyadyanskoye,RU,54.91,65.09,1586636558,40.21,78,100,6.96
441,Agen,FR,44.2,0.63,1586636558,66.2,45,93,6.93
442,Hambantota,LK,6.12,81.12,1586636558,80.82,81,26,10.56
443,Wanning,CN,18.8,110.4,1586636558,74.97,90,98,3.85
444,Mórrope,PE,-6.54,-80.01,1586636558,66.2,29,20,21.92
445,Khandyga,RU,62.67,135.6,1586636558,25.45,97,100,5.55
446,Flin Flon,CA,54.77,-101.86,1586636558,23.0,45,75,16.11
447,Igrim,RU,63.19,64.42,1586636558,27.28,94,93,6.13
448,Tuy Hoa,VN,13.08,109.3,1586636559,77.23,84,63,1.54
449,Puebla,MX,18.83,-98.0,1586636313,87.01,19,5,21.92
450,Sinnamary,GF,5.38,-52.95,1586636559,80.46,75,100,13.2
451,Lubango,AO,-14.92,13.49,1586636559,60.01,55,4,2.19
452,Morvi,IN,22.82,70.83,1586636559,89.01,41,69,9.48
453,Amapá,BR,1.0,-52.0,1586636559,76.15,93,100,3.53
454,Øksfjord,NO,70.24,22.35,1586636559,30.2,63,75,12.75
455,Leshukonskoye,RU,64.9,45.76,1586636559,23.07,97,94,3.69
456,Paraíso,CR,9.84,-83.87,1586636559,89.6,42,100,18.34
457,Burgeo,CA,47.62,-57.62,1586636559,32.63,93,94,26.22
458,Senanga,ZM,-16.12,23.27,1586636560,68.74,52,100,3.76
459,Matías Romero,MX,16.88,-95.03,1586636560,95.79,35,79,15.08
460,Cabedelo,BR,-6.98,-34.83,1586636560,84.2,74,20,10.29
461,Ulladulla,AU,-35.35,150.47,1586636560,50.0,61,0,13.87
462,Araouane,ML,18.9,-3.53,1586636560,88.83,10,0,5.86
463,Virden,US,39.5,-89.77,1586636426,63.0,33,1,19.46
464,San-Pédro,CI,4.75,-6.64,1586636560,81.23,81,99,4.99
465,Herat Province,AF,34.5,62.0,1586636560,61.56,48,100,20.47
466,Dodge City,US,37.75,-100.02,1586636560,82.99,14,1,11.41
467,Ambanja,MG,-13.68,48.45,1586636561,76.84,83,2,3.83
468,Laredo,US,27.51,-99.51,1586636562,86.0,70,90,13.87
469,Kieta,PG,-6.22,155.63,1586636562,81.34,77,92,2.64
470,Kajiado,KE,-1.85,36.78,1586636562,68.0,77,40,3.51
471,Tautira,PF,-17.73,-149.15,1586636562,86.0,66,100,2.24
472,Mlowo,TZ,-9.0,32.98,1586636562,58.35,61,81,4.41
473,Shingū,JP,33.73,135.98,1586636562,50.92,63,100,6.67
474,Khem Karan,IN,31.14,74.57,1586636562,75.2,60,52,4.88
475,Kruisfontein,ZA,-34.0,24.73,1586636562,62.08,54,89,2.26
476,Alice Springs,AU,-23.7,133.88,1586636562,57.2,23,5,5.82
477,Inírida,CO,3.87,-67.92,1586636562,86.95,65,20,4.07
478,Gigmoto,PH,13.78,124.39,1586636562,80.92,75,66,4.18
479,Phalodi,IN,27.13,72.37,1586636562,85.21,24,39,5.95
480,Agadez,NE,19.75,10.25,1586636563,81.36,14,46,5.46
481,Kayerkan,RU,69.35,87.76,1586636563,35.6,80,75,29.08
482,Bam,IR,29.11,58.36,1586636563,75.79,23,100,9.64
483,Banda Aceh,ID,5.56,95.32,1586636563,80.22,80,46,3.96
484,Batetskiy,RU,58.65,30.3,1586636563,31.01,93,0,3.74
485,Weligama,LK,5.97,80.42,1586636563,76.93,87,16,4.68
486,Tombouctou,ML,20.0,-3.0,1586636563,90.28,10,0,7.74
487,Haimen,CN,23.19,116.61,1586636563,64.4,63,58,11.18
488,Álamos,MX,27.02,-108.93,1586636563,75.99,42,0,10.0
489,Jinan,CN,36.67,117.0,1586636563,52.0,49,0,4.43
490,São José da Coroa Grande,BR,-8.9,-35.15,1586636563,82.15,74,1,9.1
491,San Ignacio,BZ,17.16,-89.07,1586636554,98.6,39,36,8.59
492,Sisimiut,GL,66.94,-53.67,1586636563,35.49,79,96,6.69
493,Morros,BR,-9.45,-46.3,1586636563,78.84,68,87,3.42
494,Acapulco de Juárez,MX,16.86,-99.89,1586636521,84.2,74,40,8.05
495,Porbandar,IN,21.64,69.61,1586636563,80.2,63,33,13.09
496,Tandil,AR,-37.32,-59.13,1586636564,70.0,45,83,4.0
497,Te Anau,NZ,-45.42,167.72,1586636536,55.45,67,56,5.06
498,Astoria,US,46.19,-123.83,1586636336,55.99,58,90,6.93
499,Santa Rita,BR,-7.11,-34.98,1586636564,84.2,74,20,10.29
500,Marawi,PH,8.0,124.29,1586636564,66.16,74,17,2.48
501,Usinsk,RU,65.99,57.53,1586636564,15.19,94,89,8.41
502,Tyrma,RU,50.08,132.17,1586636565,32.38,82,0,0.67
503,Marzuq,YE,14.4,46.47,1586636565,73.2,47,1,3.76
504,Port Blair,IN,11.67,92.75,1586636565,82.06,72,63,7.29
505,Coxim,BR,-18.51,-54.76,1586636565,81.95,65,38,1.61
506,College,US,64.86,-147.8,1586636565,37.4,47,75,8.05
507,Harwich,GB,51.94,1.28,1586636567,60.01,54,14,5.82
508,Tagusao,PH,9.19,117.81,1586636567,79.9,79,3,1.39
509,Larsnes,NO,62.2,5.58,1586636567,50.0,66,100,14.99
510,Marrakesh,MA,31.63,-8.01,1586636427,66.2,63,75,9.17
511,Iseyin,NG,7.97,3.6,1586636556,83.05,44,9,7.61
512,Paralímni,CY,35.04,33.98,1586636567,61.0,87,0,5.82
513,Puerto Madryn,AR,-42.77,-65.04,1586636567,64.71,24,0,14.92
514,Pudozh,RU,61.81,36.53,1586636567,26.06,92,0,1.86
515,Puerto Nariño,CO,-3.77,-70.38,1586636567,87.8,74,75,5.82
516,High Level,CA,58.52,-117.14,1586636567,28.4,39,75,12.75
517,Macusani,PE,-14.08,-70.43,1586636568,49.89,16,96,1.52
518,Mayo,US,38.89,-76.51,1586636520,63.0,28,20,12.75
519,Folkestone,GB,51.08,1.18,1586636307,62.01,62,10,3.2
520,Ron Phibun,TH,8.18,99.85,1586636568,75.33,86,7,1.68
521,Ossora,RU,59.24,163.07,1586636568,15.48,94,27,3.87
522,Nyurba,RU,63.28,118.33,1586636568,29.19,96,98,7.99
523,Deputatsky,RU,69.3,139.9,1586636568,23.14,93,79,15.84
524,Belmonte,BR,-15.86,-38.88,1586636568,80.6,78,40,5.82
525,Ust-Nera,RU,64.57,143.2,1586636568,17.33,87,65,4.5
526,Bonavista,CA,48.65,-53.11,1586636568,39.0,66,25,17.0
527,Arrondissement de La Rochelle,FR,46.25,-1.0,1586636568,61.0,76,0,5.82
528,Cabra,ES,37.47,-4.44,1586636568,64.4,55,97,8.05
529,Luganville,VU,-15.53,167.17,1586636568,75.2,100,40,4.9
530,Grindavik,IS,63.84,-22.43,1586636569,44.6,80,75,19.46
531,Carman,CA,49.5,-98.0,1586636569,35.6,55,90,12.75
532,Togur,RU,58.36,82.83,1586636569,30.22,98,0,5.37
533,Batabanó,CU,22.72,-82.29,1586636569,95.0,41,20,6.93
534,Bose,IT,45.46,8.01,1586636569,66.2,17,0,9.17
535,Jalu,LY,29.03,21.55,1586636569,64.24,29,12,6.96
536,Zhigansk,RU,66.77,123.37,1586636569,24.91,97,98,11.34
537,Ahmadpur East,PK,29.14,71.26,1586636569,85.51,27,78,3.38
538,Zunyi,CN,27.69,106.91,1586636569,47.05,66,100,1.97
539,Panzhihua,CN,26.59,101.71,1586636569,56.34,45,3,3.22
540,Bollnäs,SE,61.35,16.39,1586636569,41.0,73,100,1.99
541,Miraflores,MX,19.22,-98.81,1586636569,91.4,10,5,6.93
542,Mananara,MG,-16.17,49.77,1586636570,76.5,82,23,8.75
543,Mason City,US,43.15,-93.2,1586636570,63.0,36,1,12.75
544,Panguna,PG,-6.32,155.48,1586636570,73.38,77,91,0.98
545,Chu,KZ,43.6,73.76,1586636570,51.67,45,99,2.08
546,Hurricane,US,37.18,-113.29,1586636570,68.0,36,1,4.7
547,Luohe,CN,33.57,114.04,1586636570,44.2,60,0,10.42
548,Batken,KG,39.83,71.0,1586636570,37.99,39,100,1.77
549,Batagay-Alyta,RU,67.8,130.41,1586636570,19.9,87,100,3.8
550,Caála,AO,-12.85,15.56,1586636572,59.92,58,32,1.99
551,Catuday,PH,16.29,119.81,1586636572,78.78,74,5,5.26
552,Yagodnoye,RU,62.55,149.67,1586636572,16.63,88,50,2.73
553,Nantucket,US,41.28,-70.1,1586636323,53.6,49,1,23.04
554,Rudnogorsk,RU,57.26,103.75,1586636573,25.2,94,3,1.52
555,Champerico,GT,14.3,-91.92,1586636574,95.0,53,40,9.17
556,Jackson,US,42.42,-122.83,1586636406,68.0,45,20,4.7
557,Pontypridd,GB,51.6,-3.34,1586636574,60.8,76,0,8.05
558,Cumbitara,CO,1.65,-77.58,1586636574,69.8,88,75,6.93
559,The Valley,AI,18.22,-63.06,1586636572,86.0,66,20,10.29
560,Mamakan,RU,57.82,114.0,1586636574,37.11,78,100,3.6
561,Quatre Cocos,MU,-20.21,57.76,1586636574,78.01,83,75,16.11
